Time Started : 2024-07-31 09:03:17.8276

00:00:11.959 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BBC0FEA00: libcurl info message cache 14 (TCP_NODELAY set)
00:00:11.959 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BBC0FEA00: libcurl info message cache 15 (Immediate connect fail for 34.225.220.202: Connection refused)
00:00:11.959 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BBC0FEA00: libcurl info message cache 16 (  Trying 54.85.204.73...)
00:00:11.959 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BBC0FEA00: libcurl info message cache 17 (TCP_NODELAY set)
00:00:11.959 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BBC0FEA00: libcurl info message cache 18 (Immediate connect fail for 54.85.204.73: Connection refused)
00:00:11.959 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BBC0FEA00: libcurl info message cache 19 (Closing connection 2)
00:00:11.959 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BC2440020: invalid HTTP response code received. URL: https://api.epicgames.dev/telemetry/data/datarouter/api/v1/public/data?SessionID=%7B22C0D285-42EF-9757-9C07-318438813BEB%7D&AppID=EOSSDK.PhaseRelease.ReleaseBuild&AppVersion=1.15.3-21924193%20-%20%2B%2BEOSSDK%2BRelease-1.15.3-CL-21924193&UserID=&AppEnvironment=Production&UploadType=sdkevents, HTTP code: 0, content length: 0, actual payload size: 0
00:00:11.959 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BC2440020: request failed, libcurl error: 7 (Couldn't connect to server)
00:00:11.959 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BC2440020: libcurl info message cache 0 (Hostname api.epicgames.dev was found in DNS cache)
00:00:11.959 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BC2440020: libcurl info message cache 1 (  Trying 100.28.187.180...)
00:00:11.959 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BC2440020: libcurl info message cache 2 (TCP_NODELAY set)
00:00:11.959 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BC2440020: libcurl info message cache 3 (Immediate connect fail for 100.28.187.180: Connection refused)
00:00:11.959 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BC2440020: libcurl info message cache 4 (  Trying 52.54.91.187...)
00:00:11.959 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BC2440020: libcurl info message cache 5 (TCP_NODELAY set)
00:00:11.959 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BC2440020: libcurl info message cache 6 (Immediate connect fail for 52.54.91.187: Connection refused)
00:00:11.959 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BC2440020: libcurl info message cache 7 (  Trying 54.81.51.17...)
00:00:11.959 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BC2440020: libcurl info message cache 8 (TCP_NODELAY set)
00:00:11.959 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BC2440020: libcurl info message cache 9 (Immediate connect fail for 54.81.51.17: Connection refused)
00:00:11.959 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BC2440020: libcurl info message cache 10 (  Trying 18.233.60.2...)
00:00:11.959 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BC2440020: libcurl info message cache 11 (TCP_NODELAY set)
00:00:11.959 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BC2440020: libcurl info message cache 12 (Immediate connect fail for 18.233.60.2: Connection refused)
00:00:11.959 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BC2440020: libcurl info message cache 13 (  Trying 34.225.220.202...)
